"Date","oil price","RUB CBRF Curncy","PPIAC ","CPIAC(USA)","CPIAC(RF)","oil_price_priv","curcy_priv","curcy_t-1","Δ(curcy_t-1)","oil_price_t-1","Δ(oil_price_t)"
"07.03.2007","61.65","26.2352","169.3","205.288","232.5","62.574010791367","26.25758975492","26.265596582313","0.02852432259008","61.457523980815","1.1164868105516"
"08.03.2007","61.24","26.2352","169.3","205.288","232.5","62.157865707434","26.25758975492","26.25758975492","-0.0080068273937002","62.574010791367","-0.41614508393285"
"09.03.2007","59.90","26.2086","169.3","205.288","232.5","60.79778177458","26.230967053836","26.25758975492","0","62.157865707434","-1.3600839328537"
"10.03.2007","59.90","26.2086","169.3","205.288","232.5","60.79778177458","26.230967053836","26.230967053836","-0.026622701084079","60.79778177458","0"
"11.03.2007","59.90","26.2086","169.3","205.288","232.5","60.79778177458","26.230967053836","26.230967053836","0","60.79778177458","0"
"12.03.2007","60.12","26.2278","169.3","205.288","232.5","61.021079136691","26.250183439581","26.230967053836","0","60.79778177458","0.22329736211031"
"13.03.2007","60.86","26.1873","169.3","205.288","232.5","61.772170263789","26.2096488759","26.250183439581","0.01921638574489","61.021079136691","0.75109112709832"
"14.03.2007","61.06","26.1491","169.3","205.288","232.5","61.975167865707","26.171416275095","26.2096488759","-0.04053456368063","61.772170263789","0.20299760191847"
"15.03.2007","60.55","26.1300","169.3","205.288","232.5","61.457523980815","26.152299974692","26.171416275095","-0.03823260080495","61.975167865707","-0.51764388489207"
"16.03.2007","60.14","26.0476","169.3","205.288","232.5","61.041378896882","26.069829652537","26.152299974692","-0.01911630040248","61.457523980815","-0.41614508393285"
"17.03.2007","60.14","26.0476","171.4","205.904","233.8","61.798537170264","26.137167623668","26.069829652537","-0.08247032215516","61.041378896882","0.75715827338129"
"18.03.2007","60.14","26.0476","171.4","205.904","233.8","61.798537170264","26.137167623668","26.137167623668","0.067337971130641","61.798537170264","0"
"19.03.2007","60.70","26.0419","171.4","205.904","233.8","62.373980815348","26.131448023572","26.137167623668","0","61.798537170264","0.57544364508394"
"20.03.2007","60.09","26.0414","171.4","205.904","233.8","61.747158273381","26.130946304266","26.131448023572","-0.0057196000957802","62.373980815348","-0.62682254196643"
"21.03.2007","60.21","26.0335","171.4","205.904","233.8","61.870467625899","26.123019139221","26.130946304266","-0.00050171930665144","61.747158273381","0.12330935251798"
"22.03.2007","62.25","25.9709","171.4","205.904","233.8","63.966726618705","26.060203882028","26.123019139221","-0.0079271650450288","61.870467625899","2.0962589928058"
"23.03.2007","63.33","26.0109","171.4","205.904","233.8","65.076510791367","26.10034142656","26.060203882028","-0.06281525719228","63.966726618705","1.1097841726619"
"24.03.2007","63.33","26.0109","171.4","205.904","233.8","65.076510791367","26.10034142656","26.10034142656","0.04013754453181","65.076510791367","0"
"25.03.2007","63.33","26.0109","171.4","205.904","233.8","65.076510791367","26.10034142656","26.10034142656","0","65.076510791367","0"
"26.03.2007","64.70","26.0770","171.4","205.904","233.8","66.484292565947","26.166668718899","26.10034142656","0","65.076510791367","1.4077817745803"
"27.03.2007","65.08","26.0180","171.4","205.904","233.8","66.874772182254","26.107465840714","26.166668718899","0.066327292338812","66.484292565947","0.39047961630695"
"28.03.2007","65.52","25.9956","171.4","205.904","233.8","67.32690647482","26.084988815777","26.107465840714","-0.059202878184422","66.874772182254","0.45213429256594"
"29.03.2007","67.96","26.0204","171.4","205.904","233.8","69.834196642686","26.109874093386","26.084988815777","-0.02247702493781","67.32690647482","2.5072901678657"
"30.03.2007","68.42","26.0113","171.4","205.904","233.8","70.306882494005","26.100742802005","26.109874093386","0.024885277609719","69.834196642686","0.47268585131896"
"31.03.2007","68.42","26.0113","171.4","205.904","233.8","70.306882494005","26.100742802005","26.100742802005","-0.009131291380978","70.306882494005","0"
"01.04.2007","68.42","26.0113","171.4","205.904","233.8","70.306882494005","26.100742802005","26.100742802005","0","70.306882494005","0"
"02.04.2007","68.93","25.9947","171.4","205.904","233.8","70.830947242206","26.084085721025","26.100742802005","0","70.306882494005","0.52406474820144"
"03.04.2007","68.09","25.9839","171.4","205.904","233.8","69.96778177458","26.073248584001","26.084085721025","-0.0166570809807","70.830947242206","-0.8631654676259"
"04.04.2007","68.85","26.0094","171.4","205.904","233.8","70.748741007194","26.09883626864","26.073248584001","-0.010837137023589","69.96778177458","0.78095923261391"
"05.04.2007","68.51","25.9871","171.4","205.904","233.8","70.399364508393","26.076459587564","26.09883626864","0.025587684639017","70.748741007194","-0.34937649880095"
"06.04.2007","68.51","25.9252","171.4","205.904","233.8","70.399364508393","26.014346737401","26.076459587564","-0.022376681076469","70.399364508393","0"
"07.04.2007","68.51","25.9252","171.4","205.904","233.8","70.399364508393","26.014346737401","26.014346737401","-0.062112850162979","70.399364508393","0"
"08.04.2007","68.51","25.9252","171.4","205.904","233.8","70.399364508393","26.014346737401","26.014346737401","0","70.399364508393","0"
"09.04.2007","68.51","25.9846","171.4","205.904","233.8","70.399364508393","26.07395099103","26.014346737401","0","70.399364508393","0"
"10.04.2007","67.48","25.9210","171.4","205.904","233.8","69.340959232614","26.010132295225","26.07395099103","0.05960425362974","70.399364508393","-1.0584052757794"
"11.04.2007","67.82","25.9181","171.4","205.904","233.8","69.690335731415","26.007222323246","26.010132295225","-0.06381869580558","69.340959232614","0.34937649880095"
"12.04.2007","68.54","25.8647","171.4","205.904","233.8","70.430191846523","25.953638701296","26.007222323246","-0.0029099719785606","69.690335731415","0.73985611510793"
"13.04.2007","68.06","25.8286","171.4","205.904","233.8","69.936954436451","25.917414567356","25.953638701296","-0.053583621949958","70.430191846523","-0.49323741007196"
"14.04.2007","68.06","25.8286","171.4","205.904","233.8","69.936954436451","25.917414567356","25.917414567356","-0.03622413393996","69.936954436451","0"
"15.04.2007","68.06","25.8286","171.4","205.904","233.8","69.936954436451","25.917414567356","25.917414567356","0","69.936954436451","0"
"16.04.2007","66.61","25.7966","171.4","205.904","233.8","68.446966426859","25.885304531731","25.917414567356","0","69.936954436451","-1.4899880095923"
"17.04.2007","65.41","25.7994","173.3","206.755","235.3","67.958950839329","25.946966909074","25.885304531731","-0.03211003562544","68.446966426859","-0.48801558752997"
